"Plate name 96",96," 384 plate","Row 384","Column 384","1536 plate","1536 row","1536 column",Comment,MutantID,"PA14 Genomic Position","PA14 Genome BLASTN Bit Score","Unambiguous Insertion Location?","""Active"" Gene Locus","""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)","All Predicted GeneIDs","PAO1 Orthologs","PA14 NR Set Comments",,,,,
PAMr_nr_mas_07_4,F1,7,12,2,2,24,3,,37258,2376619,1176,Y,PA14_27390,GID3010,17,771,PA2839,,"hypothetical protein",PA14_27390(17/771),GID3010,PA2839,,,,,,"COG3384|Aromatic ring-opening dioxygenase, catalytic LigB subunit related    enzyme [Amino acid transport and metabolism]"
PAMr_nr_mas_07_4,F2,7,12,4,2,24,7,,37268,6155334,1144,Y,PA14_69010,GID4056,457,555,PA5225,,"hypothetical protein",PA14_69010(457/555),GID4056,PA5225,,,,,,"COG3079|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_07_4,F3,7,12,6,2,24,11,,37269,330720,658,Y,PA14_03680,GID3002,65,819,PA0282,cysT,"sulfate transport protein CysT",PA14_03680(65/819),GID3002,PA0282,,,,,,"COG0555|ABC-type sulfate transport system, permease component [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_07_4,F4,7,12,8,2,24,15,,37276,1058249,135,Y,PA14_12260,GID4550,48,432,PA3986,,"hypothetical protein","""""""PA14_12260(48/432)""","""PA14_12250*(1030/1155)""""""","""""""GID4550""","""GID6543""""""",PA3986,,,,
PAMr_nr_mas_07_4,F5,7,12,10,2,24,19,,37281,2944807,281,Y,PA14_33450,GID584,461,1638,PA2416,treA,trehalase,PA14_33450(461/1638),GID584,PA2416,,,,,,"COG3408|Glycogen debranching enzyme [Carbohydrate transport and metabolism]"
PAMr_nr_mas_07_4,F6,7,12,12,2,24,23,,37300,5367653,402,Y,PA14_60260,GID1195,202,1338,PA4547,pilR,"two-component response regulator PilR",PA14_60260(202/1338),GID1195,PA4547,,,,,,"COG2201|Chemotaxis response regulator containing a CheY-like receiver domain and a methylesterase domain [Cell motility and secretion / Signal transduction mechanisms]"
PAMr_nr_mas_07_4,F7,7,12,14,2,24,27,,37305,5636287,593,Y,PA14_63150,GID3611,293,666,PA4776,pmrA,"two-component response regulator","""""""PA14_63150(293/666)""","""PA14_63140*(287/945)""""""","""""""GID3611""","""GID6753""""""",PA4776,,,,"COG3279|Response regulator of the LytR/AlgR family [Transcription / Signal transduction mechanisms]"
PAMr_nr_mas_07_4,F8,7,12,16,2,24,31,,37311,2147887,422,Y,PA14_24570,GID5345,48,231,PA3057,,"hypothetical protein",PA14_24570(48/231),GID5345,PA3057,,,,,,
PAMr_nr_mas_07_4,F9,7,12,18,2,24,35,,37315,4071565,1221,Y,PA14_45800,GID2241,113,972,PA1443,fliM,"flagellar motor switch protein FliM",PA14_45800(113/972),GID2241,PA1443,,,,,,"COG1868|Flagellar motor switch protein [Cell motility and secretion]"
PAMr_nr_mas_07_4,F10,7,12,20,2,24,39,,37320,1665758,844,Y,PA14_19320,GID1067,98,1326,PA3464,,"hypothetical protein",PA14_19320(98/1326),GID1067,PA3464,,,,,,
PAMr_nr_mas_07_4,F11,7,12,22,2,24,43,,37322,5487971,896,Y,PA14_61510,GID4096,362,534,PA4649,,"hypothetical protein",PA14_61510(362/534),GID4096,PA4649,,,,,,"COG5430|Uncharacterized secreted protein [Function unknown]"
PAMr_nr_mas_07_4,F12,7,12,24,2,24,47,,37337,1273477,220,Y,PA14_15020,GID5004,6,333,PA3793,,"hypothetical protein","""""""PA14_15020(6/333)""","""PA14_15010*(64/99)""""""","""""""GID5004""","""GID6466""""""",PA3793,,,,
PAMr_nr_mas_07_4,G1,7,14,2,2,28,3,,37338,4904047,87.7,Y,PA14_55220,GID1250,367,1317,PA0703,,"MFS family transporter","""""""PA14_55220(367/1317)""","""PA14_55210*(401/1857)""""""","""""""GID1250""","""GID5501""""""",PA0703,,,,
PAMr_nr_mas_07_4,G2,7,14,4,2,28,7,,37357,1417383,888,Y,PA14_16550,GID3517,67,714,PA3699,,"TetR family transcriptional regulator","""TetR family""""""","""""""PA14_16550(67/714)""","""PA14_16540*(1293/1527)""""""","""""""GID3517""","""GID6413""""""",PA3699,,,"COG3226|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_07_4,G3,7,14,6,2,28,11,,37382,6199360,133,Y,PA14_69510,GID6900,49,1074,,,"hypothetical protein",PA14_69510(49/1074),GID6900,,,,,,,
PAMr_nr_mas_07_4,G4,7,14,8,2,28,15,,37385,1108914,751,Y,PA14_12940,GID3144,380,792,PA3937,,"taurine ABC transporter ATP-binding protein","""""""PA14_12940(380/792)""",PA14_12930*(720/1413),"""PA14_12950*(452/798)""""""","""""""GID3144""",GID6522,"""GID6521""""""",PA3937,,"COG4525|ABC-type taurine transport system, ATPase component [Inorganic ion transport and metabolism]"
PAMr_nr_mas_07_4,G5,7,14,10,2,28,19,,37388,4699576,751,Y,PA14_53010,GID1468,134,1200,PA0870,phhC,"aromatic amino acid aminotransferase",PA14_53010(134/1200),GID1468,PA0870,,,,,,"COG1167|Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs [Transcription / Amino acid transport and metabolism]"
PAMr_nr_mas_07_4,G6,7,14,12,2,28,23,,37407,2152141,581,Y,PA14_24610,GID2015,100,1002,PA3053,,"hydrolytic enzyme",PA14_24610(100/1002),GID2015,PA3053,,,,,,"COG2021|Homoserine acetyltransferase [Amino acid transport and metabolism]"
PAMr_nr_mas_07_4,G7,7,14,14,2,28,27,,37412,1679246,135,Y,PA14_19410,GID726,365,1491,PA3455,,"hypothetical protein",PA14_19410(365/1491),GID726,PA3455,,,,,,"COG2326|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_07_4,G8,7,14,16,2,28,31,,37418,1857986,268,Y,PA14_21440,GID4613,79,438,PA3295,,"HIT family protein","""""""PA14_21440(79/438)""","""PA14_21430*(2592/2685)""""""","""""""GID4613""","""GID6309""""""",PA3295,,,,"COG0537|Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases [Nucleotide transport and metabolism / Carbohydrate transport and metabolism / General function prediction only]"
PAMr_nr_mas_07_4,G9,7,14,18,2,28,35,,37437,3630700,930,Y,PA14_40660,GID4386,356,465,PA1844,,"hypothetical protein",PA14_40660(356/465),GID4386,PA1844,,,,,,
PAMr_nr_mas_07_4,G10,7,14,20,2,28,39,,37450,4644228,488,Y,PA14_52330,GID5053,220,315,PA0922,,"hypothetical protein",PA14_52330(220/315),GID5053,PA0922,,,,,,
PAMr_nr_mas_07_4,G11,7,14,22,2,28,43,,37458,6466603,258,Y,PA14_72580,GID2875,684,810,PA5500,znuC,"zinc transporter","""ATP-binding protein ZnuC""""""","""""""PA14_72580(684/810)""","""PA14_72570*(121/1071)""""""","""""""GID2875""","""GID6971""""""",PA5500,,,"COG2401|ABC-type ATPase fused to a predicted acetyltransferase domain [General function prediction only]"
PAMr_nr_mas_07_4,G12,7,14,24,2,28,47,,37469,6140155,351,Y,PA14_68840,GID5080,126,330,PA5212,,"hypothetical protein",PA14_68840(126/330),GID5080,PA5212,,,,,,
PAMr_nr_mas_07_4,H1,7,16,2,2,32,3,,37472,5929117,426,Y,PA14_66460,GID2976,137,816,PA5027,,"hypothetical protein",PA14_66460(137/816),GID2976,PA5027,,,,,,"COG0589|Universal stress protein UspA and related nucleotide-binding proteins [Signal transduction mechanisms]"
PAMr_nr_mas_07_4,H2,7,16,4,2,32,7,,37477,4303668,343,Y,PA14_48390,GID2901,456,807,PA1229,,"AraC family transcriptional regulator","""""""PA14_48390(456/807)""","""PA14_48370*(232/1221)""""""","""""""GID2901""","""GID5641""""""",PA1229,,,,"COG2169|Adenosine deaminase [Nucleotide transport and metabolism]"
PAMr_nr_mas_07_4,H3,7,16,6,2,32,11,,37481,5761137,535,Y,PA14_64690,GID2034,921,1023,PA4895,,"transmembrane sensor",PA14_64690(921/1023),GID2034,PA4895,,,,,,"COG3712|Fe2+-dicitrate sensor, membrane component [Inorganic ion transport and metabolism / Signal transduction mechanisms]"
PAMr_nr_mas_07_4,H4,7,16,8,2,32,15,,37482,5821397,662,Y,PA14_65350,GID422,1675,1902,PA4946,mutL,"DNA mismatch repair protein","""""""PA14_65350(1675/1902)""","""PA14_65340*(249/2031)""""""","""""""GID422""","""GID6804""""""",PA4946,,,,"COG0323|DNA mismatch repair enzyme (predicted ATPase) [DNA replication, recombination, and repair]"
PAMr_nr_mas_07_4,H5,7,16,10,2,32,19,,37483,3297249,1136,Y,PA14_37030,GID131,2285,2619,PA2130,cupA3,usher,"""""""PA14_37030(2285/2619)""","""PA14_37020*(407/2724)""""""","""""""GID131""","""GID5906""""""",PA2130,,,,"COG3188|P pilus assembly protein, porin PapC [Cell motility and secretion / Intracellular trafficking and secretion]"
PAMr_nr_mas_07_4,H6,7,16,12,2,32,23,,37488,1521386,468,Y,PA14_17690,GID618,359,1611,PA3602,,"hypothetical protein","""large subunit""""""",PA14_17690(359/1611),GID618,PA3602,,,,,"COG0069|Glutamate synthase domain 2 [Amino acid transport and metabolism]"
PAMr_nr_mas_07_4,H7,7,16,14,2,32,27,,37497,344156,436,Y,PA14_03830,GID2504,841,879,PA0293,aguB,"N-carbamoylputrescine amidohydrolase","""""""PA14_03830(841/879)""","""PA14_03820*(429/1389)""""""","""""""GID2504""","""GID7090""""""",PA0293,,,,"COG0388|Predicted amidohydrolase [General function prediction only]"
PAMr_nr_mas_07_4,H8,7,16,16,2,32,31,,37505,698776,438,Y,PA14_08130,GID2775,241,873,PA0626,,"hypothetical protein",PA14_08130(241/873),GID2775,PA0626,,,,,,"COG3499|Phage protein U [General function prediction only]"
PAMr_nr_mas_07_4,H9,7,16,18,2,32,35,,37516,187988,250,Y,PA14_02060,GID2562,9,837,PA0165,,"hypothetical protein",PA14_02060(9/837),GID2562,PA0165,,,,,,"COG3248|Nucleoside-binding outer membrane protein [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_07_4,H10,7,16,20,2,32,39,,37535,724982,480,Y,PA14_08460,GID2203,256,969,PA0660,,"hypothetical protein",PA14_08460(256/969),GID2203,PA0660,,,,,,"COG2070|Dioxygenases related to 2-nitropropane dioxygenase [General function prediction only]"
PAMr_nr_mas_07_4,H11,7,16,22,2,32,43,,37550,5438302,1239,Y,PA14_60950,GID313,10,2067,PA4606,,"hypothetical protein",PA14_60950(10/2067),GID313,PA4606,,,,,,"COG1966|Carbon starvation protein, predicted membrane protein [Signal transduction mechanisms]"
PAMr_nr_mas_07_4,H12,7,16,24,2,32,47,,37556,4346036,410,Y,PA14_48880,GID4214,168,1017,,,"bacteriophage integrase",PA14_48880(168/1017),GID4214,,,,,,,"COG0582|Integrase [DNA replication, recombination, and repair]"
PAMr_nr_mas_08_1,A1,8,1,1,2,2,2,,37560,2970171,325,Y,PA14_33610,GID7196,13557,15450,,,"peptide synthase","""""""PA14_33610(13557/15450)""","""PA14_33620*(120/2013)""""""","""""""GID7196""","""GID3041""""""",,,,,"COG1022|Long-chain acyl-CoA synthetases (AMP-forming) [Lipid metabolism]"
PAMr_nr_mas_08_1,A2,8,1,3,2,2,6,,37566,135963,1239,Y,PA14_01440,GID3891,49,588,PA0118,,"hypothetical protein","""""""PA14_01440(49/588)""","""PA14_01420*(588/1410)""""""","""""""GID3891""","""GID7020""""""",PA0118,,,,"COG3917|2-hydroxychromene-2-carboxylate isomerase [Secondary metabolites biosynthesis, transport, and catabolism]"
PAMr_nr_mas_08_1,A3,8,1,5,2,2,10,,37569,357463,684,Y,PA14_03960,GID2761,83,870,PA0304,spuH,"polyamine transport protein PotI",PA14_03960(83/870),GID2761,PA0304,,,,,,"COG1177|ABC-type spermidine/putrescine transport system, permease component II [Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,A4,8,1,7,2,2,14,,37576,294180,622,Y,PA14_03270,GID7068,80,3138,,,"hypothetical protein",PA14_03270(80/3138),GID7068,,,,,,,"COG4913|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_08_1,A5,8,1,9,2,2,18,,37583,5740484,1287,Y,PA14_64430,GID6788,646,696,,,"hypothetical protein",PA14_64430(646/696),GID6788,,,,,,,
PAMr_nr_mas_08_1,A6,8,1,11,2,2,22,,37586,4564370,525,Y,EMPTY,,,,,,,"""""""PA14_51350(21/603)""","""PA14_51360(1591/1593)""""""","""""""GID3827""","""GID684""""""","""""""PA1002""","""PA1001""""""",,,
PAMr_nr_mas_08_1,A7,8,1,13,2,2,26,,37592,720697,408,Y,PA14_08430,GID858,15,1482,PA0657,,ATPase,PA14_08430(15/1482),GID858,PA0657,,,,,,"COG0464|ATPases of the AAA+ class [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_08_1,A8,8,1,15,2,2,30,,37601,5229144,954,Y,EMPTY,,,,,,,PA14_58680*(17/2472),GID6683,,,,,,,
PAMr_nr_mas_08_1,A9,8,1,17,2,2,34,,37603,3485889,747,Y,PA14_39130,GID693,202,1566,PA1964,,"ABC transporter ATP-binding protein","""""""PA14_39130(202/1566)""","""PA14_39120*(1380/1620)""""""","""""""GID693""","""GID5847""""""",PA1964,,,,"COG4161|ABC-type arginine transport system, ATPase component [Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,A10,8,1,19,2,2,38,,37604,59901,827,Y,PA14_00580,GID4920,167,354,PA0046,,lipoprotein,PA14_00580(167/354),GID4920,PA0046,,,,,,"COG4259|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_08_1,A11,8,1,21,2,2,42,,37605,905011,301,Y,PA14_10500,GID797,34,1428,PA4133,ccoN,"cbb3-type cytochrome c oxidase subunit I","""""""PA14_10500(34/1428)""","""PA14_10510*(1263/1638)""""""","""""""GID797""","""GID6578""""""",PA4133,,,,"COG3278|Cbb3-type cytochrome oxidase, subunit 1 [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_08_1,A12,8,1,23,2,2,46,,37612,813057,1304,Y,PA14_09480,GID4206,79,489,PA4210,phzA1,"phenazine biosynthesis protein",PA14_09480(79/489),GID4206,PA4210,,,,,,
PAMr_nr_mas_08_1,B1,8,3,1,2,6,2,,37629,4844870,767,Y,PA14_54640,GID2844,180,819,PA0745,,"enoyl-CoA hydratase",PA14_54640(180/819),GID2844,PA0745,,,,,,"COG0447|Dihydroxynaphthoic acid synthase [Coenzyme metabolism]"
PAMr_nr_mas_08_1,B2,8,3,3,2,6,6,,37633,1625826,60,Y,PA14_18850,GID896,1025,1452,PA3516,,"adenylosuccinate lyase","""""""PA14_18850(1025/1452)""","""PA14_18840*(422/1476)""""""","""""""GID896""","""GID6364""""""",PA3516,,,,"COG0114|Fumarase [Energy production and conversion]"
PAMr_nr_mas_08_1,B3,8,3,5,2,6,10,,37636,2315224,196,Y,PA14_26570,GID3727,272,639,PA2899,,"transcriptional regulator",PA14_26570(272/639),GID3727,PA2899,,,,,,"COG2204|Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains [Signal transduction mechanisms]"
PAMr_nr_mas_08_1,B4,8,3,7,2,6,14,,37645,349084,593,Y,PA14_03870,GID3113,226,753,PA0297,spuA,"glutamine amidotransferase",PA14_03870(226/753),GID3113,PA0297,,,,,,"COG2071|Predicted glutamine amidotransferases [General function prediction only]"
PAMr_nr_mas_08_1,B5,8,3,9,2,6,18,,37655,927940,1019,Y,PA14_10770,GID17,190,4254,PA4112,,"sensor/response regulator hybrid","""""""PA14_10770(190/4254)""","""PA14_10760*(4155/4467)""""""","""""""GID17""","""GID6573""""""",PA4112,,,,"COG3614|Predicted periplasmic ligand-binding sensor domain [Signal transduction mechanisms]"
PAMr_nr_mas_08_1,B6,8,3,11,2,6,22,,37656,3361317,1154,Y,PA14_37710,GID300,424,2109,PA2071,fusA2,"elongation factor G","""""""PA14_37710(424/2109)""","""PA14_37720*(3474/3477)""""""","""""""GID300""","""GID5885""""""",PA2071,,,,"COG0532|Translation initiation factor 2 (IF-2; GTPase) [Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_08_1,B7,8,3,13,2,6,26,,37659,5526163,343,Y,PA14_61980,GID3446,185,696,PA4685,,"hypothetical protein","""""""PA14_61980(185/696)""","""PA14_61970*(488/759)""""""","""""""GID3446""","""GID6736""""""",PA4685,,,,
PAMr_nr_mas_08_1,B8,8,3,15,2,6,30,,37664,1210909,660,Y,PA14_14150,GID5088,82,315,PA3854,,"GIY-YIG nuclease superfamily protein",PA14_14150(82/315),GID5088,PA3854,,,,,,"COG2827|Predicted endonuclease containing a URI domain [DNA replication, recombination, and repair]"
PAMr_nr_mas_08_1,B9,8,3,17,2,6,34,,37666,3741014,880,Y,PA14_41880,GID4380,40,498,PA1753,,"universal stress protein","""""""PA14_41880(40/498)""","""PA14_41890*(342/1485)""""""","""""""GID4380""","""GID5778""""""",PA1753,,,,"COG0589|Universal stress protein UspA and related nucleotide-binding proteins [Signal transduction mechanisms]"
PAMr_nr_mas_08_1,B10,8,3,19,2,6,38,,37667,6095096,706,Y,PA14_68330,GID1265,541,1257,PA5171,arcA,"arginine deiminase","""""""PA14_68330(541/1257)""","""PA14_68320*(783/1344)""""""","""""""GID1265""","""GID6876""""""",PA5171,,,,"COG1834|N-Dimethylarginine dimethylaminohydrolase [Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,B11,8,3,21,2,6,42,,37677,1454287,773,Y,PA14_16970,GID4936,2,348,PA3664,,"arsenate reductase","""glutaredoxin family""""""",PA14_16970(2/348),GID4936,PA3664,,,,,"COG1393|Arsenate reductase and related proteins, glutaredoxin family [Inorganic ion transport and metabolism]"
PAMr_nr_mas_08_1,B12,8,3,23,2,6,46,,37682,6375332,714,Y,PA14_71560,GID1416,525,1200,PA5421,fdhA,"glutathione-independent formaldehyde dehydrogenase","""""""PA14_71560(525/1200)""",PA14_71540*(655/1440),"""PA14_71550*(571/1320)""""""","""""""GID1416""",GID6948,"""GID6949""""""",PA5421,,"COG0604|NADPH:quinone reductase and related Zn-dependent oxidoreductases [Energy production and conversion / General function prediction only]"
PAMr_nr_mas_08_1,C1,8,5,1,2,10,2,,37687,4557536,182,Y,PA14_51290,GID4378,104,474,PA1008,bcp,"bacterioferritin comigratory protein",PA14_51290(104/474),GID4378,PA1008,,,,,,"COG2077|Peroxiredoxin [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_08_1,C2,8,5,3,2,10,6,,37689,5106236,1239,Y,PA14_57320,GID2282,959,960,PA4410,ddl,"D-alanine--D-alanine ligase","""""""PA14_57320(959/960)""","""PA14_57310*(560/1671)""""""","""""""GID2282""","""GID6657""""""",PA4410,,,,"COG0151|Phosphoribosylamine-glycine ligase [Nucleotide transport and metabolism]"
PAMr_nr_mas_08_1,C3,8,5,5,2,10,10,,37691,908801,313,Y,PA14_10550,GID574,154,1674,PA4130,,"sulfite or nitrite reductas",PA14_10550(154/1674),GID574,PA4130,,,,,,"COG0155|Sulfite reductase, beta subunit (hemoprotein) [Inorganic ion transport and metabolism]"
PAMr_nr_mas_08_1,C4,8,5,7,2,10,14,,37694,3108110,133,Y,EMPTY,,,,,,,"""""""PA14_34890*(69/1872)""","""PA14_34910*(1598/1620)""""""","""""""GID5965""","""GID5964""""""",,,,,
PAMr_nr_mas_08_1,C5,8,5,9,2,10,18,,37699,4457079,743,Y,PA14_50140,GID517,448,1797,PA1101,fliF,"flagellar MS-ring protein","""""""PA14_50140(448/1797)""","""PA14_50150*(1266/1755)""""""","""""""GID517""","""GID5605""""""",PA1101,,,,"COG4669|Type III secretory pathway, lipoprotein EscJ [Intracellular trafficking and secretion]"
PAMr_nr_mas_08_1,C6,8,5,11,2,10,22,,37705,3377173,159,Y,PA14_37850,GID1999,324,1017,PA2060,,"ABC transporter permease",PA14_37850(324/1017),GID1999,PA2060,,,,,,"COG4171|ABC-type antimicrobial peptide transport system, permease component [Defense mechanisms]"
PAMr_nr_mas_08_1,C7,8,5,13,2,10,26,,37710,6036089,424,Y,PA14_67560,GID484,641,1818,PA5117,typA,"GTP-binding protein TypA",PA14_67560(641/1818),GID484,PA5117,,,,,,"COG5258|GTPase [General function prediction only]"
PAMr_nr_mas_08_1,C8,8,5,15,2,10,30,,37711,82577,484,Y,PA14_00830,GID570,161,1713,PA0071,,"hypothetical protein","""""""PA14_00830(161/1713)""","""PA14_00840*(1360/1476)""""""","""""""GID570""","""GID7003""""""",PA0071,,,,"COG1262|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_08_1,C9,8,5,17,2,10,34,,37712,25154,176,Y,PA14_00250,GID2171,413,978,PA0023,qor,"quinone oxidoreductase","""""""PA14_00250(413/978)""","""PA14_00260*(515/1326)""""""","""""""GID2171""","""GID6990""""""",PA0023,,,,"COG0604|NADPH:quinone reductase and related Zn-dependent oxidoreductases [Energy production and conversion / General function prediction only]"
PAMr_nr_mas_08_1,C10,8,5,19,2,10,38,,37714,1970507,710,Y,PA14_22650,GID3728,113,645,PA3214,,"ABC transporter",PA14_22650(113/645),GID3728,PA3214,,,,,,"COG3218|ABC-type uncharacterized transport system, auxiliary component [General function prediction only]"
PAMr_nr_mas_08_1,C11,8,5,21,2,10,42,,37740,850775,1021,Y,PA14_09900,GID980,606,1389,PA4175,prpL,"Pvds-regulated endoprotease, lysyl class","""lysyl class""""""",PA14_09900(606/1389),GID980,PA4175,,,,,
PAMr_nr_mas_08_1,C12,8,5,23,2,10,46,,37746,5466506,1233,Y,PA14_61220,GID2110,251,999,PA4627,,"hypothetical protein","""""""PA14_61220(251/999)""","""PA14_61230*(920/1074)""""""","""""""GID2110""","""GID6722""""""",PA4627,,,,"COG2890|Methylase of polypeptide chain release factors [Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_08_1,D1,8,7,1,2,14,2,,37747,4587125,664,Y,PA14_51600,GID3733,164,624,PA0981,RS07,"hypothetical protein",PA14_51600(164/624),GID3733,PA0981,,,,,,
PAMr_nr_mas_08_1,D2,8,7,3,2,14,6,,37749,2251742,246,Y,PA14_25790,GID1638,79,1134,PA2958,,"hypothetical protein",PA14_25790(79/1134),GID1638,PA2958,,,,,,"COG0075|Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase [Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,D3,8,7,5,2,14,10,,37750,3161717,977,Y,PA14_35570,GID2013,50,1002,PA2244,pslN,"hypothetical protein",PA14_35570(50/1002),GID2013,PA2244,,,,,,"COG3569|Topoisomerase IB [DNA replication, recombination, and repair]"
PAMr_nr_mas_08_1,D4,8,7,7,2,14,14,,37755,681136,716,Y,PA14_07890,GID1420,1207,1248,PA0605,,"ABC transporter permease","""""""PA14_07890(1207/1248)""","""PA14_07880*(132/1398)""""""","""""""GID1420""","""GID7186""""""",PA0605,,,,"COG1176|ABC-type spermidine/putrescine transport system, permease component I [Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,D5,8,7,9,2,14,18,,37759,4707320,91.7,Y,PA14_53110,GID2316,157,960,PA0863,,oxidoreductase,"""""""PA14_53110(157/960)""","""PA14_53080*(843/2091)""""""","""""""GID2316""","""GID5558""""""",PA0863,,,,"COG1063|Threonine dehydrogenase and related Zn-dependent dehydrogenases [Amino acid transport and metabolism / General function prediction only]"
PAMr_nr_mas_08_1,D6,8,7,11,2,14,22,,37761,4435614,345,Y,PA14_49890,GID1324,184,1308,PA1120,,"hypothetical protein",PA14_49890(184/1308),GID1324,PA1120,,,,,,"COG3850|Signal transduction histidine kinase, nitrate/nitrite-specific [Signal transduction mechanisms]"
PAMr_nr_mas_08_1,D7,8,7,13,2,14,26,,37763,1376060,404,Y,PA14_16160,GID3782,76,642,PA3730,,"hypothetical protein",PA14_16160(76/642),GID3782,PA3730,,,,,,
PAMr_nr_mas_08_1,D8,8,7,15,2,14,30,,37765,5589542,470,Y,PA14_62640,GID2580,45,882,PA4734,,"hypothetical protein",PA14_62640(45/882),GID2580,PA4734,,,,,,"COG3662|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_08_1,D9,8,7,17,2,14,34,,37769,2336559,159,Y,EMPTY,,,,,,,PA14_26820*(34/1536),GID6193,,,,,,,
PAMr_nr_mas_08_1,D10,8,7,19,2,14,38,,37777,5433162,482,Y,EMPTY,,,,,,,PA14_60880*(1716/1743),GID6713,,,,,,,
PAMr_nr_mas_08_1,D11,8,7,21,2,14,42,,37780,6074462,926,Y,PA14_68080,GID3487,164,696,PA5154,,"ABC transporter permease","""permease protein""""""",PA14_68080(164/696),GID3487,PA5154,,,,,"COG4597|ABC-type amino acid transport system, permease component [Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,D12,8,7,23,2,14,46,,37785,1841776,442,Y,PA14_21260,GID6316,37,114,,,"hypothetical protein",PA14_21260(37/114),GID6316,,,,,,,
PAMr_nr_mas_08_1,E1,8,9,1,2,18,2,,37797,1146343,585,Y,PA14_13340,GID211,86,2343,PA3909,,"extracellular nuclease","""""""PA14_13340(86/2343)""","""PA14_13310*(2420/5076)""""""","""""""GID211""","""GID6511""""""",PA3909,,,,"COG2374|Predicted extracellular nuclease [General function prediction only]"
PAMr_nr_mas_08_1,E2,8,9,3,2,18,6,,37798,848726,398,Y,PA14_09870,GID3037,21,744,PA4178,,"hypothetical protein","""""""PA14_09870(21/744)""","""PA14_09860*(493/1332)""""""","""""""GID3037""","""GID6593""""""",PA4178,,,,"COG0500|SAM-dependent methyltransferases [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only]"
PAMr_nr_mas_08_1,E3,8,9,5,2,18,10,,37803,4130205,369,Y,PA14_46430,GID4864,267,363,PA1378,,"hypothetical protein","""""""PA14_46430(267/363)""","""PA14_46410*(184/1290)""""""","""""""GID4864""","""GID5687""""""",PA1378,,,,
PAMr_nr_mas_08_1,E4,8,9,7,2,18,14,,37804,1853459,216,Y,PA14_21400,GID22,1240,3981,PA3297,hrpA,"ATP-dependent helicase","""""""PA14_21400(1240/3981)""","""PA14_21390*(2568/3909)""""""","""""""GID22""","""GID6311""""""",PA3297,,,,"COG1643|HrpA-like helicases [DNA replication, recombination, and repair]"
PAMr_nr_mas_08_1,E5,8,9,9,2,18,18,,37806,5251605,1348,Y,PA14_58910,GID3981,26,867,,RL115,"chromosome partitioning-like protein",PA14_58910(26/867),GID3981,,,,,,,"COG1348|Nitrogenase subunit NifH (ATPase) [Inorganic ion transport and metabolism]"
PAMr_nr_mas_08_1,E6,8,9,11,2,18,22,,37812,5324772,527,Y,PA14_59790,GID1458,58,1200,,pvrR,"two component response regulator",PA14_59790(58/1200),GID1458,,,,,,,"COG3279|Response regulator of the LytR/AlgR family [Transcription / Signal transduction mechanisms]"
PAMr_nr_mas_08_1,E7,8,9,13,2,18,26,,37818,6155127,436,Y,PA14_69000,GID1040,100,1335,PA5224,pepP,aminopeptidase,"""""""PA14_69000(100/1335)""","""PA14_68990*(1251/1371)""""""","""""""GID1040""","""GID6889""""""",PA5224,,,,"COG0024|Methionine aminopeptidase [Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_08_1,E8,8,9,15,2,18,30,,37829,5131739,785,Y,PA14_57610,GID6663,302,1326,,,,PA14_57610(302/1326),GID6663,,,,,,,
